 Optimized Parameter
a1 = ,       0.126320
a2 = ,       0.120580
a3 = ,       0.094589
a4 = ,       0.010277
b1 = ,       0.149291
b2 = ,       0.172072
z1 = ,     116.110840
z2 = ,      62.103714
z3 = ,       1.465166
s1 = ,      13.827408
s2 = ,      39.544975
s3 = ,       9.749368
Er = ,   31094.105469
NS = ,       0.696111

 No,rain(mm/h),q_obs(m3/s),q_cal(m3/s)
  613,   0.12820,  14.72000,  11.45930
  614,   0.12460,  11.39000,  11.41404
  615,   0.12100,  14.61000,  11.36676
  616,   0.11770,  14.14000,  11.31757
  617,   0.11450,  14.84000,  11.26658
  618,   0.11140,  15.41000,  11.21392
  619,   0.10850,  12.31000,  11.15968
  620,   0.10570,  13.41000,  11.10399
  621,   0.10300,  13.18000,  11.04695
  622,   0.10050,  12.12000,  10.98867
  623,   0.09800,  12.81000,  10.92924
  624,   0.09570,  13.60000,  10.86876
  625,   0.09180,  12.61000,  10.80729
  626,   0.08980,  12.51000,  10.74492
  627,   0.08780,  12.41000,  10.68172
  628,   0.08600,  10.93000,  10.61777
  629,   0.08420,  11.92000,  10.55314
  630,   0.08250,  12.10000,  10.48789
  631,   0.08090,  12.10000,  10.42210
  632,   0.07940,  11.55000,  10.35584
  633,   0.07790,  11.72000,  10.28916
  634,   0.07640,  11.55000,  10.22212
  635,   0.07520,  11.92000,  10.15479
  636,   0.08910,  11.03000,  10.08735
  637,   0.14940,   8.96000,  10.02057
  638,   0.21130,  11.55000,   9.95558
  639,   0.24980,  11.55000,   9.89352
  640,   0.25250,  11.46000,   9.83512
  641,   0.24090,  11.21000,   9.78072
  642,   0.23010,  10.69000,   9.73033
  643,   0.21990,  11.00000,   9.68377
  644,   0.21040,  10.64000,   9.64070
  645,   0.20150,  11.03000,   9.60074
  646,   0.19320,  10.19000,   9.56344
  647,   0.18540,   9.31000,   9.52836
  648,   0.17800,  10.48000,   9.49505
  649,   0.17810,  10.63000,   9.46317
  650,   0.17100,  10.63000,   9.43238
  651,   0.16430,  10.63000,   9.40234
  652,   0.15800,  10.48000,   9.37276
  653,   0.15210,  10.26000,   9.34336
  654,   0.14650,  10.12000,   9.31389
  655,   0.14120,   9.66000,   9.28414
  656,   0.13620,   9.66000,   9.25394
  657,   0.13160,   9.98000,   9.22312
  658,   0.13480,   9.98000,   9.19164
  659,   0.20710,   9.37000,   9.16021
  660,   0.29820,  10.34000,   9.13022
  661,   0.39680,  10.26000,   9.10357
  662,   0.47200,  10.19000,   9.08224
  663,   0.50190,   9.59000,   9.06777
  664,   0.47840,  10.85000,   9.06080
  665,   0.45450,  10.48000,   9.06133
  666,   0.43210,  10.80000,   9.29749
  667,   0.41120,   9.60000,   9.63357
  668,   0.39160,  10.72000,   9.90429
  669,   0.37330,  10.19000,  10.11506
  670,   0.35600,  10.26000,  10.27197
  671,   0.33980,  10.41000,  10.38138
  672,   0.32450,   9.43000,  10.44947
  673,   0.32880,   9.63000,  10.49207
  674,   0.31330,  10.33000,  10.50949
  675,   0.29880,   9.96000,  10.50333
  676,   0.28520,   9.96000,  10.47585
  677,   0.27240,   8.91000,  10.42958
  678,   0.26040,   9.95000,  10.36718
  679,   0.24900,   9.96000,  10.29115
  680,   0.23830,  10.87000,  10.20382
  681,   0.28470,   9.52000,  10.13762
  682,   1.36410,   9.21000,  10.66546
  683,   1.06080,   9.21000,  11.39128
  684,   0.98050,   9.37000,  12.17642
  685,   0.61630,   9.17000,  12.77916
  686,   0.71900,   9.43000,  13.30235
  687,   0.77530,   9.60000,  13.78944
  688,   0.78980,  11.34000,  14.24709
  689,   0.75750,  12.03000,  14.65567
  690,   0.71920,  12.64000,  15.00130
  691,   0.68140,  13.89000,  15.27769
  692,   0.64600,  13.49000,  15.48454
  693,   0.61300,  12.59000,  15.62533
  694,   0.58200,  12.49000,  15.70558
  695,   0.55290,  11.83000,  15.73185
  696,   0.52560,  12.01000,  15.71100
  697,   0.52820,  11.64000,  15.66494
  698,   0.50020,  11.04000,  15.59194
  699,   0.47400,  11.62000,  15.49269
  700,   0.44960,  11.11000,  15.36932
  701,   0.42690,  11.66000,  15.22481
  702,   0.40560,  11.95000,  15.06237
  703,   0.38570,   9.97000,  14.88524
  704,   0.36710,  12.39000,  14.69653
  705,   0.35920,  12.12000,  14.50418
  706,   0.41270,  10.48000,  14.34609
  707,   0.54050,  10.63000,  14.28484
  708,   0.68500,  11.34000,  14.36580
  709,   0.84490,  10.18000,  14.62122
  710,   0.97050,  15.02000,  15.04747
  711,   1.04740,  14.33000,  15.61054
  712,   1.02050,  17.58000,  16.22889
  713,   0.96890,  19.51000,  16.83589
  714,   0.91330,  21.61000,  17.38772
  715,   0.86150,  23.00000,  17.86067
  716,   0.81350,  23.86000,  18.24455
  717,   0.76890,  22.84000,  18.53788
  718,   0.72750,  21.66000,  18.74456
  719,   0.68880,  22.22000,  18.87149
  720,   0.65280,  19.80000,  18.92718
  721,   0.64960,  19.62000,  18.93694
  722,   0.61340,  19.15000,  18.90070
  723,   0.57990,  19.15000,  18.82129
  724,   0.54880,  18.23000,  18.70314
  725,   0.51990,  17.62000,  18.55141
  726,   0.49290,  17.03000,  18.37139
  727,   0.46780,  18.21000,  18.16823
  728,   0.44470,  15.60000,  17.94689
  729,   0.45900,  16.51000,  17.73101
  730,   0.55240,  18.49000,  17.57757
  731,   0.72960,  16.40000,  17.56543
  732,   0.90110,  16.59000,  17.73682
  733,   1.07080,  18.86000,  18.11144
  734,   1.21110,  22.60000,  18.67936
  735,   1.29300,  25.55000,  19.39672
  736,   1.28070,  29.24000,  20.18048
  737,   1.22620,  29.58000,  20.95339
  738,   1.15250,  30.90000,  21.65680
  739,   1.07910,  30.94000,  22.25625
  740,   1.01220,  31.04000,  22.73708
  741,   0.95100,  30.40000,  23.09721
  742,   0.89480,  29.48000,  23.34217
  743,   0.84300,  27.74000,  23.48176
  744,   0.79510,  26.65000,  23.52784
  745,   0.80020,  26.30000,  23.51939
  746,   0.75020,  24.75000,  23.45344
  747,   0.70480,  24.56000,  23.33236
  748,   0.66330,  24.56000,  23.16143
  749,   0.62510,  23.66000,  22.94730
  750,   0.58980,  22.78000,  22.69698
  751,   0.55720,  22.45000,  22.41739
  752,   0.52790,  22.45000,  22.11546
  753,   0.55670,  22.45000,  21.82719
  754,   0.73720,  20.96000,  21.65605
  755,   0.96790,  20.96000,  21.69051
  756,   1.14690,  20.96000,  21.95215
  757,   1.27540,  22.04000,  22.42002
  758,   1.32560,  25.20000,  23.03213
  759,   1.38120,  28.43000,  23.74734
  760,   1.39400,  29.82000,  24.51345
  761,   1.32530,  31.54000,  25.25224
  762,   1.24050,  31.70000,  25.90664
  763,   1.15450,  33.92000,  26.44288
  764,   1.07820,  34.07000,  26.84886
  765,   1.00960,  33.81000,  27.12554
  766,   0.94730,  34.01000,  27.28135
  767,   0.89030,  31.97000,  27.32852
  768,   0.83790,  31.71000,  27.28088
  769,   0.87620,  31.81000,  27.19889
  770,   0.82860,  29.55000,  27.07595
  771,   0.79180,  28.98000,  26.91489
  772,   0.77700,  29.20000,  26.73038
  773,   0.77850,  28.62000,  26.54107
  774,   0.80860,  28.62000,  26.37411
  775,   0.82550,  27.92000,  26.23874
  776,   1.06980,  26.76000,  26.26138
  777,   0.94700,  28.46000,  26.32040
  778,   0.98760,  30.10000,  26.42471
  779,   1.17010,  28.92000,  26.65444
  780,   1.28810,  29.52000,  27.02175
  781,   1.35630,  30.84000,  27.50321
  782,   1.44450,  31.32000,  28.09094
  783,   1.54790,  32.15000,  28.78474
  784,   1.55640,  32.09000,  29.53035
  785,   1.54610,  34.43000,  30.28180
  786,   1.51260,  34.67000,  30.99756
  787,   1.44520,  36.47000,  31.63458
  788,   1.39240,  36.46000,  32.17621
  789,   1.31750,  34.01000,  32.60345
  790,   1.28830,  34.76000,  32.93267
  791,   1.26850,  36.68000,  33.18266
  792,   1.24270,  36.42000,  33.36483
  793,   1.41040,  34.41000,  33.59232
  794,   1.31950,  34.84000,  33.79702
  795,   1.25560,  32.46000,  33.95084
  796,   1.20650,  34.99000,  34.04553
  797,   1.15520,  33.27000,  34.07658
  798,   1.16490,  35.22000,  34.07585
  799,   1.29500,  33.47000,  34.12898
  800,   1.50160,  34.44000,  34.32946
  801,   1.71040,  34.84000,  34.73286
  802,   1.95760,  34.44000,  35.38831
  803,   2.15950,  37.46000,  36.29447
  804,   2.30570,  39.39000,  37.41254
  805,   2.46830,  42.07000,  38.71996
  806,   2.57290,  46.65000,  40.16547
  807,   2.60270,  53.51000,  41.67241
  808,   2.55980,  55.85000,  43.15170
  809,   2.28880,  57.47000,  44.42613
  810,   2.15510,  60.75000,  45.46402
  811,   2.00270,  58.74000,  46.24358
  812,   1.81480,  59.22000,  46.74086
  813,   1.67120,  54.66000,  46.97395
  814,   1.56180,  52.65000,  46.98150
  815,   1.56140,  48.27000,  46.85381
  816,   1.41260,  48.66000,  46.57307
  817,   1.48410,  45.89000,  46.25072
  818,   1.35670,  44.35000,  45.85209
  819,   1.22930,  44.13000,  45.35729
  820,   1.11710,  41.98000,  44.76461
  821,   1.02640,  41.48000,  44.08725
  822,   0.95680,  40.42000,  43.34727
  823,   1.05020,  39.18000,  42.64746
  824,   1.30710,  39.20000,  42.13885
  825,   1.50460,  36.95000,  41.87872
  826,   1.77070,  38.94000,  41.93151
  827,   2.00610,  36.74000,  42.31112
  828,   2.11300,  39.63000,  42.94655
  829,   2.28550,  42.09000,  43.81943
  830,   2.43960,  49.32000,  44.90054
  831,   2.47010,  55.11000,  46.09857
  832,   2.21560,  57.48000,  47.19942
  833,   1.93280,  59.54000,  48.05567
  834,   1.73650,  61.41000,  48.62849
  835,   1.58430,  59.17000,  48.92657
  836,   1.45210,  58.54000,  48.97546
  837,   1.33550,  56.28000,  48.80800
  838,   1.23170,  53.17000,  48.45900
  839,   1.13870,  47.54000,  47.96212
  840,   1.05470,  48.43000,  47.34821
  841,   1.04440,  43.17000,  46.67974
  842,   0.96070,  43.58000,  45.95851
  843,   0.88650,  40.48000,  45.19201
  844,   0.81990,  40.95000,  44.39006
  845,   0.75990,  41.02000,  43.56312
  846,   0.70560,  38.45000,  42.72120
  847,   0.65620,  38.43000,  41.87328
  848,   0.61700,  37.17000,  41.03021
  849,   0.78350,  36.28000,  40.30838
  850,   1.18350,  35.65000,  39.90225
  851,   1.47440,  34.39000,  39.86609
  852,   1.66510,  34.92000,  40.16818
  853,   1.78360,  36.99000,  40.73844
  854,   1.89700,  38.27000,  41.52080
  855,   1.84290,  40.75000,  42.38323
  856,   1.67410,  43.64000,  43.17810
  857,   1.42880,  43.68000,  43.77337
  858,   1.30790,  43.27000,  44.15874
  859,   1.16190,  43.63000,  44.32151
  860,   1.06000,  44.08000,  44.28479
  861,   0.97170,  44.03000,  44.07724
  862,   0.89390,  41.40000,  43.72829
  863,   0.82460,  41.28000,  43.26574
  864,   0.76250,  41.03000,  42.71468
  865,   0.84260,  38.24000,  42.16983
  866,   0.75640,  38.01000,  41.60180
  867,   0.68550,  36.39000,  41.00059
  868,   0.62460,  35.69000,  40.36594
  869,   0.57150,  34.76000,  39.70269
  870,   0.52470,  34.60000,  39.01785
  871,   0.50710,  33.08000,  38.33194
  872,   0.69310,  34.34000,  37.76665
  873,   0.91680,  31.53000,  37.41521
  874,   1.26250,  33.27000,  37.39476
  875,   1.56860,  32.33000,  37.74740
  876,   1.79970,  34.67000,  38.44732
  877,   1.96890,  36.68000,  39.43367
  878,   2.12610,  41.90000,  40.65223
  879,   2.16360,  44.98000,  41.99726
  880,   1.90310,  47.22000,  43.23848
  881,   1.53220,  53.31000,  44.17457
  882,   1.40780,  58.50000,  44.82042
  883,   1.27020,  56.00000,  45.18853
  884,   1.15720,  55.86000,  45.30959
  885,   1.00800,  52.86000,  45.19205
  886,   0.90590,  53.13000,  44.87448
  887,   0.82150,  50.88000,  44.39738
  888,   0.74770,  48.01000,  43.79725
  889,   0.73800,  48.31000,  43.13539
  890,   0.66550,  42.41000,  42.41882
  891,   0.60330,  42.15000,  41.65896
  892,   0.54920,  41.99000,  40.86841
  893,   0.50180,  39.37000,  40.05939
  894,   0.45990,  39.32000,  39.24277
  895,   0.42270,  38.65000,  38.42783
  896,   0.55210,  36.86000,  37.70919
  897,   0.93350,  36.98000,  37.27830
  898,   1.33200,  36.39000,  37.25607
  899,   1.67890,  36.12000,  37.67792
  900,   1.86310,  38.09000,  38.46449
  901,   2.11820,  39.49000,  39.59146
  902,   2.12160,  42.57000,  40.89773
  903,   1.72130,  45.65000,  42.05942
  904,   1.37550,  48.53000,  42.90542
  905,   1.18950,  51.06000,  43.42371
  906,   1.05300,  54.20000,  43.64447
  907,   0.93990,  50.43000,  43.60960
  908,   0.84430,  51.47000,  43.36369
  909,   0.76210,  48.59000,  42.94920
  910,   0.69080,  45.42000,  42.40442
  911,   0.62850,  45.63000,  41.76257
  912,   0.57360,  42.79000,  41.05165
  913,   0.58090,  40.37000,  40.32469
  914,   0.60970,  40.20000,  39.62704
  915,   0.47210,  39.89000,  38.89708
  916,   0.43110,  39.43000,  38.14805
  917,   0.39160,  37.93000,  37.38948
  918,   0.36130,  36.10000,  36.63229
  919,   0.34110,  36.28000,  35.88839
  920,   0.33370,  34.91000,  35.17144
  921,   0.32000,  35.04000,  34.48551
  922,   0.49380,  33.22000,  33.93223
  923,   0.51640,  33.43000,  33.49054
  924,   0.95680,  34.18000,  33.36683
  925,   0.86300,  34.92000,  33.39550
  926,   0.78080,  38.68000,  33.47248
  927,   0.79630,  35.77000,  33.58247
  928,   0.63590,  40.20000,  33.62056
  929,   0.52500,  42.85000,  33.54918
  930,   0.47340,  39.53000,  33.37991
  931,   0.41830,  40.12000,  33.12159
  932,   0.37930,  43.16000,  32.79139
  933,   0.33860,  40.49000,  32.40166
  934,   0.30990,  40.42000,  31.96857
  935,   0.28550,  38.72000,  31.50602
  936,   0.26370,  39.07000,  31.02508
  937,   0.25870,  38.83000,  30.54224
  938,   0.45840,  37.07000,  30.17749
  939,   0.21700,  37.08000,  29.76681
  940,   0.20050,  36.39000,  29.32783
  941,   0.18340,  36.16000,  28.87226
  942,   0.17200,  36.28000,  28.41105
  943,   0.23920,  35.26000,  27.99328
  944,   0.41000,  36.10000,  27.70405
  945,   0.57220,  34.63000,  27.58846
  946,   1.42400,  35.08000,  28.03862
  947,   1.92240,  34.92000,  29.09571
  948,   2.10890,  36.86000,  30.59903
  949,   2.34910,  38.50000,  32.46106
  950,   2.37200,  39.81000,  34.49875
  951,   2.23930,  43.18000,  36.50770
  952,   1.96240,  50.22000,  38.28288
  953,   1.59320,  49.66000,  39.65346
  954,   1.36750,  50.36000,  40.60209
  955,   1.15200,  50.38000,  41.13797
  956,   0.96290,  50.41000,  41.29528
  957,   0.90490,  46.93000,  41.17874
  958,   0.87570,  43.59000,  40.87946
  959,   0.78270,  43.27000,  40.42710
  960,   0.71250,  40.24000,  39.85760
  961,   0.69900,  42.82000,  39.22771
  962,   0.54160,  38.89000,  38.49812
  963,   0.47820,  38.27000,  37.69706
  964,   0.42620,  37.17000,  36.85057
  965,   0.38240,  37.27000,  35.98061
  966,   0.35760,  36.98000,  35.11161
  967,   0.50930,  35.83000,  34.35312
  968,   0.86850,  34.95000,  33.88172
  969,   1.08880,  35.53000,  33.72529
  970,   0.99080,  34.34000,  33.72043
  971,   1.36890,  34.21000,  34.01310
  972,   1.68910,  33.76000,  34.65521
  973,   1.34880,  33.92000,  35.31462
  974,   1.44170,  34.59000,  36.01204
  975,   1.24420,  35.22000,  36.60419
  976,   1.14790,  31.41000,  37.05815
  977,   0.98930,  35.39000,  37.32453
  978,   0.84090,  34.07000,  37.38391
  979,   0.69480,  34.50000,  37.23218
  980,   0.59800,  34.82000,  36.90018
  981,   0.54730,  32.95000,  36.43811
  982,   0.48170,  33.92000,  35.87402
  983,   0.40010,  32.95000,  35.22030
  984,   0.34280,  31.37000,  34.50053
  985,   0.33220,  32.69000,  33.75655
  986,   0.29340,  31.75000,  33.00028
  987,   0.26140,  31.73000,  32.24297
  988,   0.23460,  30.10000,  31.49423
  989,   0.21220,  30.47000,  30.76188
  990,   0.22150,  29.93000,  30.06694
  991,   0.46280,  30.47000,  29.54546
  992,   0.68330,  27.80000,  29.26666
  993,   1.12490,  30.40000,  29.38466
  994,   1.39850,  30.24000,  29.89417
  995,   1.64330,  29.00000,  30.76351
  996,   1.51450,  27.99000,  31.76089
  997,   1.19090,  30.11000,  32.63097
  998,   1.02980,  30.46000,  33.30333
  999,   2.09480,  37.45000,  34.39683
 1000,   2.41700,  33.62000,  35.89340
 1001,   1.00450,  31.96000,  36.83990
 1002,   1.17190,  30.64000,  37.49566
 1003,   0.96150,  32.90000,  37.83337
 1004,   1.17850,  32.51000,  38.07546
 1005,   1.49200,  32.86000,  38.41826
 1006,   2.32400,  32.69000,  39.26092
 1007,   2.37990,  34.05000,  40.42501
 1008,   1.68460,  34.64000,  41.38462
 1009,   0.98690,  34.64000,  41.81157
 1010,   0.79970,  36.54000,  41.78886
 1011,   0.78530,  35.07000,  41.47685
 1012,   0.28200,  36.10000,  40.72522
 1013,   0.21000,  34.78000,  39.68374
 1014,   0.34450,  34.95000,  38.56734
 1015,   0.32490,  34.64000,  37.43195
 1016,   0.51610,  34.50000,  36.42597
 1017,   1.01650,  33.50000,  35.80432
 1018,   0.80460,  33.36000,  35.33424
 1019,   1.30750,  33.60000,  35.24516
 1020,   0.87770,  36.65000,  35.17054
 1021,   1.32160,  34.93000,  35.34473
 1022,   1.44790,  39.37000,  35.73832
 1023,   1.15680,  21.75000,  36.10189
 1024,   1.19520,  32.48000,  36.45461
 1025,   0.67370,  33.34000,  36.50942
 1026,   0.51180,  33.91000,  36.28654
 1027,   0.43260,  31.67000,  35.85239
 1028,   0.37490,  32.12000,  35.26760
 1029,   0.35100,  31.95000,  34.59358
 1030,   0.29050,  31.95000,  33.85242
 1031,   0.26260,  30.65000,  33.07751
 1032,   0.23270,  30.46000,  32.28975
 1033,   0.21150,  31.24000,  31.50712
 1034,   0.24310,  30.31000,  30.76876
 1035,   0.17580,  29.41000,  30.04476
 1036,   0.18730,  28.66000,  29.35751
 1037,   0.14930,  29.00000,  28.69316
 1038,   0.17110,  30.24000,  28.07391
 1039,   0.13850,  28.63000,  27.48296
 1040,   0.43370,  28.09000,  27.08398
 1041,   1.85200,  27.77000,  27.57577
 1042,   1.64460,  27.55000,  28.50213
 1043,   1.42330,  26.87000,  29.55164
 1044,   0.94700,  28.09000,  30.38632
 1045,   1.15420,  27.41000,  31.16518
 1046,   1.45770,  27.94000,  32.04321
 1047,   0.93720,  28.17000,  32.67486
 1048,   0.58410,  28.17000,  32.93890
 1049,   0.48710,  27.62000,  32.90801
 1050,   0.43910,  27.09000,  32.66461
 1051,   0.35630,  27.09000,  32.24951
 1052,   0.38290,  26.20000,  31.75284
 1053,   0.27330,  26.20000,  31.16143
 1054,   0.31530,  27.05000,  30.55103
 1055,   0.21750,  25.15000,  29.89524
 1056,   0.26880,  25.15000,  29.25834
 1057,   0.17980,  25.15000,  28.60515
 1058,   0.16390,  24.28000,  27.95266
 1059,   0.15030,  24.28000,  27.31263
 1060,   0.13860,  24.28000,  26.69282
 1061,   0.12850,  24.28000,  26.09810
 1062,   0.11970,  24.28000,  25.53117
 1063,   0.11200,  24.28000,  24.99318
 1064,   0.11090,  22.41000,  24.48723
 1065,   0.14660,  22.41000,  24.03374
 1066,   0.32320,  22.41000,  23.71922
 1067,   0.87780,  22.66000,  23.79629
 1068,   1.25880,  22.66000,  24.31946
 1069,   1.55240,  23.17000,  25.26187
 1070,   1.60200,  24.83000,  26.46222
 1071,   1.58360,  26.45000,  27.77362
 1072,   1.22750,  28.22000,  28.91892
 1073,   0.78220,  28.80000,  29.68054
 1074,   0.64840,  29.06000,  30.10044
 1075,   0.54690,  29.97000,  30.23437
 1076,   0.46790,  27.30000,  30.13960
 1077,   0.40520,  27.30000,  29.86894
 1078,   0.35480,  25.60000,  29.46835
 1079,   0.31360,  25.60000,  28.97616
 1080,   0.27960,  24.23000,  28.42341
 1081,   0.26700,  24.23000,  27.84308
 1082,   0.29530,  24.23000,  27.27865
 1083,   0.22270,  24.23000,  26.70292
 1084,   0.21190,  24.23000,  26.13180
 1085,   0.18560,  24.23000,  25.56671
 1086,   0.18230,  24.23000,  25.02037
 1087,   0.17940,  24.23000,  24.50024
 1088,   0.18320,  22.91000,  24.01355
 1089,   0.35070,  22.91000,  23.65120
 1090,   1.11860,  21.81000,  23.78815
 1091,   1.57420,  21.81000,  24.47873
 1092,   1.68450,  23.17000,  25.55427
 1093,   1.78300,  23.17000,  26.88892
 1094,   1.92830,  25.82000,  28.41976
 1095,   1.86770,  25.82000,  29.99080
 1096,   1.52530,  23.04000,  31.35151
 1097,   1.15600,  26.06000,  32.33614
 1098,   0.85560,  28.40000,  32.88949
 1099,   0.67770,  29.84000,  33.05692
 1100,   0.58570,  29.84000,  32.92635
 1101,   0.49750,  29.06000,  32.56565
 1102,   0.44240,  28.71000,  32.04322
 1103,   0.38750,  26.99000,  31.40777
 1104,   0.35040,  27.32000,  30.70320
 1105,   0.32890,  25.12000,  29.96771
 1106,   0.29580,  25.43000,  29.21997
 1107,   0.25420,  25.43000,  28.46729
 1108,   0.22830,  24.57000,  27.72249
 1109,   0.20690,  24.57000,  26.99545
 1110,   0.18880,  24.57000,  26.29325
 1111,   0.17620,  24.57000,  25.62214
 1112,   0.17970,  24.57000,  24.99333
 1113,   0.67750,  24.57000,  24.67691
 1114,   0.99300,  24.57000,  24.73623
 1115,   1.32620,  24.57000,  25.20838
 1116,   1.15040,  24.57000,  25.83077
 1117,   0.92280,  24.57000,  26.40407
 1118,   1.08670,  24.80000,  27.01327
 1119,   0.81490,  24.80000,  27.47823
 1120,   1.75380,  25.86000,  28.33793
 1121,   1.52660,  26.51000,  29.29762
 1122,   1.38220,  27.48000,  30.21146
 1123,   2.75360,  28.59000,  31.80048
 1124,   1.60250,  28.42000,  33.15018
 1125,   1.26860,  31.02000,  34.12578
 1126,   2.94950,  31.02000,  35.73359
 1127,   1.44100,  34.65000,  36.88474
 1128,   1.99120,  37.67000,  38.00560
 1129,   1.76520,  38.65000,  38.95301
 1130,   2.01360,  40.87000,  39.89629
 1131,   1.58650,  39.77000,  40.58186
 1132,   1.41120,  43.74000,  40.99233
 1133,   1.04620,  38.92000,  41.02447
 1134,   1.74940,  39.23000,  41.19730
 1135,   3.06350,  39.51000,  42.16293
 1136,   1.97560,  39.49000,  43.02320
 1137,   1.34580,  40.52000,  43.45643
 1138,   0.77120,  42.92000,  43.30230
 1139,   1.26080,  41.15000,  43.04835
 1140,   1.25400,  44.62000,  42.74171
 1141,   0.64920,  38.44000,  42.09356
 1142,   1.97490,  40.67000,  41.96512
 1143,   2.02240,  38.59000,  42.20146
 1144,   1.73850,  36.74000,  42.51434
 1145,   1.01790,  38.77000,  42.48415
 1146,   0.96420,  38.92000,  42.21282
 1147,   0.80990,  36.56000,  41.71913
 1148,   1.11330,  40.19000,  41.26722
 1149,   0.92430,  37.38000,  40.75954
 1150,   1.03920,  39.43000,  40.29831
 1151,   0.85550,  36.67000,  39.78668
 1152,   0.82000,  35.48000,  39.24383
 1153,   0.79790,  34.41000,  38.68977
 1154,   0.67110,  33.20000,  38.08120
 1155,   0.52160,  33.58000,  37.37989
 1156,   0.31860,  33.50000,  36.53560
 1157,   0.36700,  33.92000,  35.65540
 1158,   0.73420,  34.34000,  34.97871
 1159,   1.07930,  33.50000,  34.63862
 1160,   1.76090,  33.38000,  34.88831
 1161,   2.08200,  34.04000,  35.67583
 1162,   2.07800,  31.39000,  36.77631
 1163,   2.08140,  30.90000,  38.04086
 1164,   1.49720,  34.30000,  39.05531
 1165,   1.64250,  35.21000,  39.95606
 1166,   1.93640,  37.00000,  40.91369
 1167,   1.70960,  39.85000,  41.75630
 1168,   1.25990,  46.02000,  42.25959
 1169,   0.64970,  43.64000,  42.20678
 1170,   0.51270,  47.32000,  41.73213
 1171,   0.46740,  43.02000,  40.98404
 1172,   0.38220,  42.55000,  40.04423
 1173,   0.35390,  41.20000,  39.00097
 1174,   0.29500,  40.39000,  37.89687
 1175,   0.29470,  36.89000,  36.79181
 1176,   0.24390,  36.59000,  35.69619
 1177,   0.22940,  35.82000,  34.63516
 1178,   0.25900,  34.66000,  33.64656
 1179,   0.18380,  33.06000,  32.69537
 1180,   0.17050,  32.68000,  31.79074
 1181,   0.15140,  33.02000,  30.93335
 1182,   0.14340,  31.76000,  30.12759
 1183,   0.13260,  31.37000,  29.37265
 1184,   0.26820,  31.45000,  28.74437
 1185,   1.11100,  29.86000,  28.66507
 1186,   1.62810,  30.23000,  29.21025
 1187,   1.89750,  29.10000,  30.27452
 1188,   1.84870,  29.92000,  31.60363
 1189,   2.17410,  32.29000,  33.22823
 1190,   2.07030,  34.50000,  34.92891
 1191,   1.76480,  35.55000,  36.45664
 1192,   1.28510,  38.11000,  37.56659
 1193,   0.57780,  39.40000,  37.99603
 1194,   0.47680,  40.77000,  37.92590
 1195,   0.39490,  40.02000,  37.49821
 1196,   0.34130,  39.30000,  36.83024
 1197,   0.29860,  36.62000,  36.01008
 1198,   0.26380,  35.66000,  35.10260
 1199,   0.23480,  34.70000,  34.15460
 1200,   0.21860,  32.81000,  33.20354
 1201,   0.21810,  32.01000,  32.28119
 1202,   0.28750,  32.15000,  31.44377
 1203,   0.16770,  30.54000,  30.62238
 1204,   0.17900,  30.54000,  29.84251
 1205,   0.13540,  30.23000,  29.08917
 1206,   0.16220,  28.87000,  28.38934
 1207,   0.15680,  29.56000,  27.74077
 1208,   0.41870,  28.65000,  27.28320
 1209,   1.54970,  27.55000,  27.56417
 1210,   2.08900,  28.21000,  28.59008
 1211,   2.26220,  27.99000,  30.14442
 1212,   2.31600,  28.34000,  32.00872
 1213,   2.43920,  30.75000,  34.07189
 1214,   1.95610,  32.40000,  35.93310
 1215,   1.37070,  34.78000,  37.29072
 1216,   0.89220,  36.89000,  38.02806
 1217,   0.61220,  35.20000,  38.19862
 1218,   0.42200,  40.11000,  37.90368
 1219,   0.40210,  37.74000,  37.31436
 1220,   0.31860,  35.92000,  36.51490
 1221,   0.26490,  35.95000,  35.58146
 1222,   0.24930,  33.29000,  34.58678
 1223,   0.22720,  32.52000,  33.57516
 1224,   0.29940,  32.93000,  32.62522
 1225,   0.30190,  30.90000,  31.74701
 1226,   0.25880,  30.85000,  30.91963
 1227,   0.23970,  30.54000,  30.14049
 1228,   0.24920,  29.71000,  29.42125
 1229,   0.24700,  29.77000,  28.76069
 1230,   0.35280,  29.77000,  28.21360
 1231,   0.60750,  29.32000,  27.89044
 1232,   0.64480,  28.52000,  27.73735
 1233,   0.66270,  28.21000,  27.70394
 1234,   1.19250,  28.55000,  28.02832
 1235,   3.14170,  30.03000,  29.60998
 1236,   1.94450,  30.49000,  31.29419
 1237,   1.48230,  31.67000,  32.73818
 1238,   1.46210,  32.79000,  33.96973
 1239,   0.98080,  33.50000,  34.76748
 1240,   0.54210,  33.34000,  35.02866
 1241,   0.58390,  34.11000,  34.96357
 1242,   0.56230,  33.96000,  34.68283
 1243,   0.53060,  33.26000,  34.25851
 1244,   0.68570,  32.64000,  33.84100
 1245,   1.03000,  31.61000,  33.62671
 1246,   0.79730,  31.56000,  33.42451
 1247,   1.12010,  30.78000,  33.40981
 1248,   0.94980,  31.16000,  33.42374
 1249,   0.99980,  31.16000,  33.48230
 1250,   1.02460,  31.62000,  33.58069
 1251,   1.21430,  31.62000,  33.80285
 1252,   0.68950,  33.14000,  33.81549
 1253,   0.40890,  32.32000,  33.54462
 1254,   0.37030,  32.32000,  33.08224
 1255,   0.46430,  32.73000,  32.56409
 1256,   0.60600,  32.28000,  32.10352
